"","X.1","X","ID","DataType","ORIGINAL_TraitID","ORIGINAL_TraitDefinition","TraitValue","TraitUnit","N_TraitValue","ConTaxa","ResTaxa","ConTaxaStage","ResTaxaStage","Con_ForagingMovement","Con_RESDetectionDimensionality","Res_ForagingMovement","Res_CONDetectionDimensionality","CON_MASS_value","RES_MASS_value","ResArenaSize_SI_UNIT","ResDensity_SI_VALUE","ResDensityUnit","ResDensity","ResArenaSize_SI_VALUE","ConTemp","ResTemp","ResReplaceRate","ResReplaceUnit","ResReplace","TraitSIValue","TraitSIUnit","N_TraitID","N_TraitConversion","N_CONVERTED","N_TraitUnit","Original_ErrorValue","Original_ErrorValueUnit","Replicates","ConTaxon","ConStage","ConCommon","Con_MovementDimensionality","Con_Thermy","Res_MovementDimensionality","ResTaxon","ResStage","ResCommon","Res_Thermy","Habitat","LabField","ObservationtimeSI","ObservationtimeSIUnits","ConStarvationTimeSI","ConStarvationTimeSIUnits","ConArenaSiz_VALUE","ConArenaSize_UNIT","ConDensity","ConDensityUnit","ConDensity_SI_VALUE","ConDensityConst","ConSizType","CON_ORIGINAL_value","CON_ORIGINAL_unit","Con_Siz_reference","ResSizType","RES_ORIGINAL_value","RES_ORIGINAL_unit","Res_Siz_reference","Citation","FigureTable","a0","h0","a0_gen","h0_gen","q0_gen","HollingI_AIC","HollingII_AIC","HollingIII_AIC","Poly2_AIC","Poly3_AIC","N","FailHolI","FailHolII","FailHolIII","FailPol2","FailPol3","aI","aII","hII","aIII","hIII","qIII","hIIp","hIIIp","aIp","aIIp","aIIIp","qIIIp","a0_I","a0_II","h0_II","a0_III","h0_III","q0_III","qse","BestAIC","BestAICHolRECAL","BestAICHol","qcil","qciu","qIIIci","best.model.type","BestAIC_sec","BestAICRECAL","best.model.type.recal","CUTCONTEMP","CUTRESTEMP"
"117",1490,1728,40002,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",1.3693,"individual / (1 individual * 1 day)",1.58e-05,"Metacarcinus magister (Dana 1852)","Macoma balthica (Linnaeus 1758)","Metacarcinus magister (Dana 1852) [instar 3]","Macoma balthica (Linnaeus 1758) [adult]","active","surface","sessile","surface",0.005913645,0.001856743,"square meter",60,"Individuals per arena",6,0.1,15,15,NA,"","No",NA,NA,NA,NA,NA,NA,1.2439,"SD",7,"Cancer mugister Dana","Instar 3","Dungeness crab","2D","ectotherm","2D","Macoma balthica (Linne)","","bivalve ","ectotherm","Marine","Laboratory",86400,"seconds",NA,"",0.1,"square meter",1,"Individuals per arena","","Yes","length","14","mm","original","shell length",8.5,"mm","original","Iribarne O. D. Armstrong and M. Fernandez. 1995. ENVIRONMENTAL-IMPACT OF INTERTIDAL JUVENILE DUNGENESS CRAB HABITAT ENHANCEMENT - EFFECTS ON BIVALVES AND CRAB FORAGING RATE. Journal of Experimental Marine Biology and Ecology 192:173-194.","Fig 5a",NA,NA,NA,NA,NA,-126.851847412824,-123.983810987787,-123.332944605437,-128.044160169367,-131.17719801822,7,NA,NA,NA,NA,NA,7.5799173126615e-07,1.19854375440836e-06,1678.67172536699,5.69801412525884e-06,0,-0.387801816448582,0.764799388361231,1,0.0130096712530419,0.167376792418319,0.696461318802775,0.734968956797347,7.5799173126615e-07,0.388958422017883,0.167005768453612,1.31581596179894,2.54179290959841,1.25313474517316,1.06830279012551,"Poly3_AIC","HollingI_AIC","HollingI_AIC",-2.5244073966996,1.74880376380244,0,"Phenomenological","Poly2_AIC","Poly3_AIC","Phenomenological","(0,15]","(0,15]"
"118",1497,1735,40003,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.894,"individual / (1 individual * 1 day)",1.03e-05,"Metacarcinus magister (Dana 1852)","Macoma balthica (Linnaeus 1758)","Metacarcinus magister (Dana 1852) [instar 5]","Macoma balthica (Linnaeus 1758) [adult]","active","surface","sessile","surface",0.008184348,0.001856743,"square meter",60,"Individuals per arena",6,0.1,15,15,NA,"","No",NA,NA,NA,NA,NA,NA,0.6284,"SD",7,"Cancer mugister Dana","Instar 5","Dungeness crab","2D","ectotherm","2D","Macoma balthica (Linne)","","bivalve ","ectotherm","Marine","Laboratory",86400,"seconds",NA,"",0.1,"square meter",1,"Individuals per arena","","Yes","length","24.5","mm","original","shell length",8.5,"mm","original","Iribarne O. D. Armstrong and M. Fernandez. 1995. ENVIRONMENTAL-IMPACT OF INTERTIDAL JUVENILE DUNGENESS CRAB HABITAT ENHANCEMENT - EFFECTS ON BIVALVES AND CRAB FORAGING RATE. Journal of Experimental Marine Biology and Ecology 192:173-194.","Fig 5b",NA,NA,NA,NA,NA,-115.890711293937,-119.729659936134,-118.9204470903,-120.938725052374,-120.759548144094,7,NA,NA,NA,NA,NA,2.05233488372093e-06,4.95118101985645e-06,2304.4171186963,7.99015871529417e-07,3472.89993015291,0.59061067181224,0.0585911818666699,0.0532381576195833,0.00549867361517294,0.0458107442831892,0.733694147723938,0.531058405707242,2.05233488372093e-06,0.915421908252092,0.912936720649828,0.37332233167296,1.71404303038484,1.0788884209469,0.862386523899472,"Poly2_AIC","HollingII_AIC","HollingII_AIC",-1.1341623759867,2.31538371961118,0,"Phenomenological","Poly3_AIC","Poly2_AIC","Phenomenological","(0,15]","(0,15]"
"119",1504,1742,40004,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.0062031,"individual / (1 individual * 15 minutes)",6.89e-06,"Coenagrion resolutum (Hagen in Selys 1876)","Daphnia magna Straus 1820","Coenagrion resolutum (Hagen in Selys 1876) [nymph]","Daphnia magna Straus 1820","sessile","half-sphere","active","sphere",1.89e-06,3.35e-08,"cubic meter",4000,"Individuals per arena",1,0.00025,23,23,NA,"","No",NA,NA,NA,NA,NA,NA,0.0354,"SE",6,"Coenagrion resolutum","Larva","damsefly larva","3D","ectotherm","3D","Daphnia magna Straus","adult","Daphnia","ectotherm","Freshwater","Laboratory",900,"seconds",172800,"seconds",250,"milliliter",1,"Individuals per arena","","Yes","head width","1.783","mm","original","Length",1.097,"mm","original","Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.","Fig 5",NA,NA,NA,NA,NA,-135.865956925868,-140.653777111165,-139.206431251152,-141.622595757394,-141.723342451286,12,NA,NA,NA,NA,NA,0.000104063884397163,0.000389077399906902,223.08893342526,0.000181125610420142,289.393093089879,0.499358229413714,0.00723349084310952,0.0239369995982137,0.00322476562102551,0.0293050117676608,0.57429324766933,0.643272411430168,0.000104063884397163,0.627508286348569,1.87062301308194,1.11178140087333,0.640392251858779,-0.594995771534741,1.04221613377369,"Poly3_AIC","HollingII_AIC","HollingII_AIC",-1.58507403813367,2.58379049696109,0,"Phenomenological","Poly2_AIC","Poly3_AIC","Phenomenological","(15,25]","(15,25]"
"120",1516,1754,40005,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.4821,"individual / (1 individual * 15 minutes)",0.000535667,"Lestes disjunctus Selys 1862","Daphnia magna Straus 1820","Lestes disjunctus Selys 1862 [nymph]","Daphnia magna Straus 1820","sessile","half-sphere","active","sphere",1.89e-06,3.35e-08,"cubic meter",4000,"Individuals per arena",1,0.00025,23,23,NA,"","No",NA,NA,NA,NA,NA,NA,0.1974,"SE",6,"Lestes disjunctus","Larva","Common spreadwing damsefly","3D","ectotherm","3D","Daphnia magna Straus","adult","Daphnia","ectotherm","Freshwater","Laboratory",900,"seconds",172800,"seconds",250,"milliliter",1,"Individuals per arena","","Yes","head width","1.783","mm","original","Length",1.097,"mm","original","Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.","Fig 5",NA,NA,NA,NA,NA,-122.200464327227,-128.336452409378,-129.242304639592,-127.257714046295,-134.900240939111,12,NA,NA,NA,NA,NA,1.69170350318471e-05,0.00233102621227038,254.035363995147,0.000373254226829914,279.055795273634,1.80896141048832,4.8081083105143e-05,2.85375615112551e-06,0.67542769901579,0.217128700877572,0.72367495081632,0.493508488224623,1.69170350318471e-05,0.257454453548029,0.13598158442159,0.124839440342345,0.47349848785703,-0.762750567868352,2.53465219436919,"Poly3_AIC","HollingII_AIC","HollingIII_AIC",-3.26034297825006,6.8782657992267,0,"Phenomenological","HollingIII_AIC","Poly3_AIC","Phenomenological","(15,25]","(15,25]"
"121",1528,1766,40006,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.3453,"individual / (1 individual * 15 minutes)",0.000383667,"Coenagrion resolutum (Hagen in Selys 1876)","Daphnia magna Straus 1820","Coenagrion resolutum (Hagen in Selys 1876) [nymph]","Daphnia magna Straus 1820","sessile","half-sphere","active","sphere",3.86e-06,1.29e-07,"cubic meter",4000,"Individuals per arena",1,0.00025,23,23,NA,"","No",NA,NA,NA,NA,NA,NA,0.1979,"SE",6,"Coenagrion resolutum","Larva","damsefly larva","3D","ectotherm","3D","Daphnia magna Straus","adult","Daphnia","ectotherm","Freshwater","Laboratory",900,"seconds",172800,"seconds",250,"milliliter",1,"Individuals per arena","","Yes","head width","2.546","mm","original","Length",2.07,"mm","original","Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.","Fig 6",NA,NA,NA,NA,NA,-134.894083052836,-148.955219185749,-151.15076210664,-142.3977487669,-144.21797777706,12,NA,NA,NA,NA,NA,6.85229219745222e-05,0.00087020962935248,251.706848590623,0.000157763474375103,308.18118683154,1.2989666463303,2.10323194137638e-06,1.19117767613411e-07,0.014178792052743,0.00513996193140888,0.428078411579311,0.158118556799326,6.85229219745222e-05,0.323143939507751,1.72905087088452,1.09106798490283,1.16141270834897,-0.385427951812744,0.843876034052637,"HollingIII_AIC","HollingII_AIC","HollingIII_AIC",-0.388785421774974,2.98671871443557,0,"Mechanistic","HollingII_AIC","HollingII_AIC","Mechanistic","(15,25]","(15,25]"
"122",1540,1778,40007,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",1.0152,"individual / (1 individual * 15 minutes)",0.001128,"Lestes disjunctus Selys 1862","Daphnia magna Straus 1820","Lestes disjunctus Selys 1862 [nymph]","Daphnia magna Straus 1820","sessile","half-sphere","active","sphere",4.01e-06,1.29e-07,"cubic meter",4000,"Individuals per arena",1,0.00025,23,23,NA,"","No",NA,NA,NA,NA,NA,NA,0.0761,"SE",6,"Lestes disjunctus","Larva","Common spreadwing damsefly","3D","ectotherm","3D","Daphnia magna Straus","adult","Daphnia","ectotherm","Freshwater","Laboratory",900,"seconds",172800,"seconds",250,"milliliter",1,"Individuals per arena","","Yes","head width","2.596","mm","original","Length",2.07,"mm","original","Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.","Fig 6",NA,NA,NA,NA,NA,-124.038209667748,-134.059634856377,-133.381317410293,-138.88084530144,-138.281868276918,12,NA,NA,NA,NA,NA,4.67896681528662e-05,0.00239502366425611,200.343575259299,0.00137956603836657,218.584926103314,0.636231951440836,1.63787184818926e-06,4.06728792733585e-06,0.226845893439246,0.0527432146368389,0.283347355869351,0.478967090924661,4.67896681528662e-05,1.53978199468673,0.422336687343423,0.96581855922098,0.259839590578011,1.52984244935215,0.861402097332111,"Poly2_AIC","HollingII_AIC","HollingII_AIC",-1.08657224322339,2.35903614610506,0,"Phenomenological","Poly3_AIC","Poly2_AIC","Phenomenological","(15,25]","(15,25]"
"123",1552,1790,40008,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.5739,"individual / (1 individual * 15 minutes)",0.000637667,"Coenagrion resolutum (Hagen in Selys 1876)","Daphnia magna Straus 1820","Coenagrion resolutum (Hagen in Selys 1876) [nymph]","Daphnia magna Straus 1820","sessile","half-sphere","active","sphere",6.37e-06,2.73e-07,"cubic meter",4000,"Individuals per arena",1,0.00025,23,23,NA,"","No",NA,NA,NA,NA,NA,NA,0.3752,"SE",6,"Coenagrion resolutum","Larva","damsefly larva","3D","ectotherm","3D","Daphnia magna Straus","adult","Daphnia","ectotherm","Freshwater","Laboratory",900,"seconds",172800,"seconds",250,"milliliter",1,"Individuals per arena","","Yes","head width","3.27","mm","original","Length",2.897,"mm","original","Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.","Fig 7",NA,NA,NA,NA,NA,-83.8940137141665,-89.5360256323647,-88.9841354868871,-90.7230976835744,-88.7504139552137,8,NA,NA,NA,NA,NA,0.000273740107142857,0.00124364984362148,141.722166249693,0.000558316067783833,189.010010362218,0.800983517584523,0.00477837895423889,0.00406299098634848,0.0128612639937773,0.0358764123721312,0.448192499245875,0.47055666626297,0.000273740107142857,0.352804946402153,0.678386241331174,0.557923431253313,1.35865814054773,-1.45003834646195,1.02659146253172,"Poly2_AIC","HollingII_AIC","HollingII_AIC",-1.25219940747892,2.85416644264796,0,"Phenomenological","HollingII_AIC","Poly2_AIC","Phenomenological","(15,25]","(15,25]"
"124",1560,1798,40009,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",0.8072,"individual / (1 individual * 15 minutes)",0.000896889,"Lestes disjunctus Selys 1862","Daphnia magna Straus 1820","Lestes disjunctus Selys 1862 [nymph]","Daphnia magna Straus 1820","sessile","half-sphere","active","sphere",5.6e-06,2.73e-07,"cubic meter",4000,"Individuals per arena",1,0.00025,23,23,NA,"","No",NA,NA,NA,NA,NA,NA,0.3042,"SE",6,"Lestes disjunctus","Larva","Common spreadwing damsefly","3D","ectotherm","3D","Daphnia magna Straus","adult","Daphnia","ectotherm","Freshwater","Laboratory",900,"seconds",172800,"seconds",250,"milliliter",1,"Individuals per arena","","Yes","head width","3.066","mm","original","Length",2.897,"mm","original","Krishnaraj R. and G. Pritchard. 1995. THE INFLUENCE OF LARVAL SIZE TEMPERATURE AND COMPONENTS OF THE FUNCTIONAL-RESPONSE TO PREY DENSITY ON GROWTH-RATES OF THE DRAGONFLIES LESTES DISJUNCTUS AND COENAGRION RESOLUTUM (INSECTA ODONATA). Canadian Journal of Zoology-Revue Canadienne De Zoologie 73:1672-1680.","Fig 7",NA,NA,NA,NA,NA,-118.571039392407,-128.727195500817,-128.979546146457,-126.324846641415,-130.633005617066,12,NA,NA,NA,NA,NA,0.000104741591082803,0.00150397897595091,150.446345165547,0.000332161790686559,177.87051976717,1.05913000615149,3.19721141059433e-05,1.06508483791827e-05,0.044602201034129,0.0283034773345246,0.544613497318858,0.353189693946398,0.000104741591082803,0.587895010436485,1.49515692330684,0.900660904089394,1.01214472505172,1.42985996510834,1.08191644041991,"Poly3_AIC","HollingII_AIC","HollingIII_AIC",-1.10470287468833,3.22296288699131,0,"Phenomenological","HollingIII_AIC","Poly3_AIC","Phenomenological","(15,25]","(15,25]"
"125",1572,1810,40010,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",17300000,"individual / (1 individual * 1 day)",200.2314815,"Nereis diversicolor ????","Rhodomonas spp.","Nereis diversicolor ???? [adult]","Rhodomonas spp.","active","sphere","active","sphere",0.00045814,1.25e-13,"cubic meter",3e+09,"Individuals per milliliter",3000,0.02,15,15,NA,"","Yes",NA,NA,NA,NA,NA,NA,NA,"",NA,"Nereis diversicolor","Adult","Polychaete","3D","ectotherm","3D","Rhodomonas sp.","","Alga","ectotherm","Marine","Laboratory",734400,"seconds",NA,"",20,"liter",10,"Individuals per arena","","Yes","wet mass","458.1428571","mg","original","cell diameter",6.2,"micrometer","original","Nielsen A. M. N. T. Eriksen J. J. L. Iversen and H. U. Riisgard. 1995. FEEDING GROWTH AND RESPIRATION IN THE POLYCHAETES NEREIS-DIVERSICOLOR (FACULTATIVE FILTER-FEEDER) AND N-VIRENS (OMNIVOROUS) - A COMPARATIVE-STUDY. Marine Ecology-Progress Series 125:149-158.","Table 2",NA,NA,NA,NA,NA,65.064732865892,NA,NA,63.8702686858178,55.6582700235141,6,NA,1,1,NA,NA,0.0730502136408654,NA,NA,NA,NA,NA,NA,NA,1.32118274018549e-05,NA,NA,NA,0.0730502136408654,NA,NA,NA,NA,NA,NA,"Poly3_AIC","HollingI_AIC","HollingI_AIC",NA,NA,NA,"Phenomenological","Poly2_AIC","Poly3_AIC","Phenomenological","(0,15]","(0,15]"
"126",1578,1825,40013,"new","Resource mass Consumption Rate","The mass of resource consumed by consumers per time",5.8309,"gram (biomass - dry) / (individual * 1 minute)",0.325840545,"Alces alces Gray 1821","Acer rubrum Linnaeus","Alces alces Gray 1821 [juvenile (1 yr)]","Acer rubrum Linnaeus [unbranched shoot]","active","surface","sessile","surface",274,0.000801745,"square meter",0.00824,"Individuals per square meter",0.00824,1250,38,NA,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",NA,"Alces alces (L.)","Yearling","Moose","2D","endotherm","sessile","Acer rubrum","unbranched shoots","red maple","ectotherm","Terrestrial","enclosure",1350,"seconds",36000,"seconds",1250,"square meter",1,"Individuals per arena","","yes","wet mass","274","kg","original","stem diameter",4.25,"mm","original","Shipley L. A. and D. E. Spalinger. 1995. INFLUENCE OF SIZE AND DENSITY OF BROWSE PATCHES ON INTAKE RATES AND FORAGING DECISIONS OF YOUNG MOOSE AND WHITE-TAILED DEER. Oecologia 104:112-121.","Fig 1",NA,NA,NA,NA,NA,-19.6083474372941,-30.8213928334221,-28.8343924753823,-19.8998448697295,-21.3020078652267,8,NA,NA,NA,NA,NA,0.155962250559781,113.662273209294,2.01454370557184,91.5850383868724,2.00584999119612,-0.046148649328256,5.10688931915573e-08,1.01411901739889e-05,0.107973710715718,0.00310913959742353,0.66148035853748,0.923528540930554,0.155962250559781,4.794326201875,4.98004695865524,2.56476125945167,1.85402385233108,-0.146731145679951,0.457235472784783,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-0.960619594897822,0.86832229624131,0,"Mechanistic","HollingIII_AIC","HollingII_AIC","Mechanistic","(25,40]",NA
"127",1586,1833,40014,"new","Resource mass Consumption Rate","The mass of resource consumed by consumers per time",5.2299,"gram (biomass - dry) / (individual * 1 minute)",0.292255649,"Alces alces Gray 1821","Acer rubrum Linnaeus","Alces alces Gray 1821 [juvenile]","Acer rubrum Linnaeus [unbranched shoot]","active","surface","sessile","surface",151,0.000801745,"square meter",0.01294,"Individuals per square meter",0.01294,1250,38,NA,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",NA,"Alces alces (L.)","Calf","Moose","2D","endotherm","sessile","Acer rubrum","unbranched shoots","red maple","ectotherm","Terrestrial","enclosure",1350,"seconds",36000,"seconds",1250,"square meter",1,"Individuals per arena","","yes","wet mass","151","kg","original","stem diameter",4.25,"mm","original","Shipley L. A. and D. E. Spalinger. 1995. INFLUENCE OF SIZE AND DENSITY OF BROWSE PATCHES ON INTAKE RATES AND FORAGING DECISIONS OF YOUNG MOOSE AND WHITE-TAILED DEER. Oecologia 104:112-121.","Fig 1",NA,NA,NA,NA,NA,-16.7366340979705,-18.2441596356921,-22.9897515993232,-17.5669178192433,-19.539910381589,7,NA,NA,NA,NA,NA,0.354998186568625,39.3488357525991,1.76708342435996,1.0430326576942,0.583976886120797,-0.774656969773731,1.58379019405863e-05,0.716899861322731,0.00883042226050442,0.0142500550503266,0.538384294394973,0.0265547082736685,0.354998186568625,4.55983640427025,0.294215888044472,3.4555428592639,0.0282068415792096,-1.19840663298965,0.225899131528288,"HollingIII_AIC","HollingIII_AIC","HollingIII_AIC",-1.22645523283031,-0.322858706717155,-0.774656969773731,"Mechanistic","Poly3_AIC","HollingIII_AIC","Mechanistic","(25,40]",NA
"128",1593,1848,40017,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",2.0294,"individual / (1 individual * 4 hour)",0.000140931,"Parabroteas sarsi (Daday)","Bosmina longirostris (Mller 1776)","Parabroteas sarsi (Daday) [adult]","Bosmina longirostris (Mller 1776) [adult]","active","sphere","active","sphere",1.33e-05,2.24e-09,"cubic meter",20000,"Individuals per arena",10,5e-04,14,14,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Parabroteas sarsi","adult","calanoid copepod","3D","ectotherm","3D","Bosmina longirostris","adult","water flea","ectotherm","Freshwater","Laboratory",14400,"seconds",NA,"",0.5,"liter",1,"Individuals per arena","","Yes","length","4.8","mm","original","Length",0.35,"mm","original","Vega M. A. P. 1995. MORPHOLOGY AND DEFENSIVE STRUCTURES IN THE PREDATOR-PREY INTERACTION - AN EXPERIMENTAL-STUDY OF PARABROTEAS-SARSI (COPEPODA CALANOIDA) WITH DIFFERENT CLADOCERAN PREY. Hydrobiologia 299:139-145.","Fig 1a",NA,NA,NA,NA,NA,-386.890770693887,-395.506892510086,-401.044893923433,-401.403322665404,-399.793597955185,28,NA,NA,NA,NA,NA,1.60608641304348e-05,5.00794760667683e-05,503.007790419957,5.66751079612319e-07,848.804700013422,1.65466189212586,4.83038370288324e-05,3.40761372072654e-12,1.06071965444464e-06,8.22195751130789e-05,0.640169829626495,0.0359982711929051,1.60608641304348e-05,0.135505876845549,2.47694018730508,0.0622583102774658,1.3511501957233,-0.0901622558012605,0.746583876697589,"Poly2_AIC","HollingIII_AIC","HollingIII_AIC",0.161494138730682,3.14782964552104,1.65466189212586,"Phenomenological","HollingIII_AIC","Poly2_AIC","Phenomenological","(0,15]","(0,15]"
"129",1621,1876,40018,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",4.0249,"individual / (1 individual * 4 hour)",0.000279507,"Parabroteas sarsi (Daday)","Ceriodaphnia dubia Richard 1894","Parabroteas sarsi (Daday) [adult]","Ceriodaphnia dubia Richard 1894 [adult]","active","sphere","active","sphere",1.33e-05,3.7e-09,"cubic meter",20000,"Individuals per arena",10,5e-04,14,14,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Parabroteas sarsi","adult","calanoid copepod","3D","ectotherm","3D","Ceriodaphnia dubia","juvenile","water flea","ectotherm","Freshwater","Laboratory",14400,"seconds",NA,"",0.5,"liter",1,"Individuals per arena","","Yes","length","4.8","mm","original","Length",0.48,"mm","original","Vega M. A. P. 1995. MORPHOLOGY AND DEFENSIVE STRUCTURES IN THE PREDATOR-PREY INTERACTION - AN EXPERIMENTAL-STUDY OF PARABROTEAS-SARSI (COPEPODA CALANOIDA) WITH DIFFERENT CLADOCERAN PREY. Hydrobiologia 299:139-145.","Fig 1b",NA,NA,NA,NA,NA,-432.035907408597,-433.451493436147,-431.455225077996,-432.089128134323,-432.023762590465,31,NA,NA,NA,NA,NA,1.84812453364135e-05,5.34847983085392e-05,459.588890663062,4.86442857863504e-05,484.784940705744,0.0412608176351311,0.000471216081005054,0.329942979981144,4.5252342939516e-07,0.000245991335584418,0.583715735439132,0.95850572840557,1.84812453364135e-05,0.279196820677295,0.290366152744928,0.0517660195704056,0.00485306921293307,-1.51998621784151,0.785970747401818,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-1.53068067716851,1.61320231243877,0,"Mechanistic","Poly2_AIC","HollingII_AIC","Mechanistic","(0,15]","(0,15]"
"130",1652,1907,40019,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",2.9632,"individual / (1 individual * 4 hour)",0.000205778,"Parabroteas sarsi (Daday)","Ceriodaphnia dubia Richard 1894","Parabroteas sarsi (Daday) [adult]","Ceriodaphnia dubia Richard 1894 [adult]","active","sphere","active","sphere",1.33e-05,1.01e-08,"cubic meter",20000,"Individuals per arena",10,5e-04,14,14,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Parabroteas sarsi","adult","calanoid copepod","3D","ectotherm","3D","Ceriodaphnia dubia","adult","water flea","ectotherm","Freshwater","Laboratory",14400,"seconds",NA,"",0.5,"liter",1,"Individuals per arena","","Yes","length","4.8","mm","original","Length",0.74,"mm","original","Vega M. A. P. 1995. MORPHOLOGY AND DEFENSIVE STRUCTURES IN THE PREDATOR-PREY INTERACTION - AN EXPERIMENTAL-STUDY OF PARABROTEAS-SARSI (COPEPODA CALANOIDA) WITH DIFFERENT CLADOCERAN PREY. Hydrobiologia 299:139-145.","Fig 1c",NA,NA,NA,NA,NA,-385.64300187433,-385.642563116081,-383.88022390123,-389.265869051288,-389.93806765611,26,NA,NA,NA,NA,NA,2.55955628558518e-05,2.5541349173981e-05,0,2.05956009018292e-05,0,0.0652782046592185,1,1,6.25534636389541e-09,3.71991641214404e-06,0.592673792529719,0.939916315371706,2.55955628558518e-05,0.46561036820238,1.53118006234563,0.728353264155548,0.282630824106661,-0.0927646309137344,0.856631837675019,"Poly3_AIC","HollingI_AIC","HollingI_AIC",-1.64798547069082,1.77854188000926,0,"Phenomenological","Poly2_AIC","Poly3_AIC","Phenomenological","(0,15]","(0,15]"
"131",1678,1933,40020,"new","Resource Consumption Rate","The number of resource consumed per number of consumers per time",2.0264,"individual / (1 individual * 4 hour)",0.000140722,"Parabroteas sarsi (Daday)","Daphnia ambigua Scourfield 1947","Parabroteas sarsi (Daday) [adult]","Daphnia ambigua Scourfield 1947","active","sphere","active","sphere",1.33e-05,8.94e-09,"cubic meter",20000,"Individuals per arena",10,5e-04,14,14,NA,"","no",NA,NA,NA,NA,NA,NA,NA,"",1,"Parabroteas sarsi","adult","calanoid copepod","3D","ectotherm","3D","Daphnia ambigua","adult","water flea","ectotherm","Freshwater","Laboratory",14400,"seconds",NA,"",0.5,"liter",1,"Individuals per arena","","Yes","length","4.8","mm","original","Length",0.93,"mm","original","Vega M. A. P. 1995. MORPHOLOGY AND DEFENSIVE STRUCTURES IN THE PREDATOR-PREY INTERACTION - AN EXPERIMENTAL-STUDY OF PARABROTEAS-SARSI (COPEPODA CALANOIDA) WITH DIFFERENT CLADOCERAN PREY. Hydrobiologia 299:139-145.","Fig 1d",NA,NA,NA,NA,NA,-388.182769538622,-388.636856740435,-386.656445832735,-386.485121542519,-386.487504039507,27,NA,NA,NA,NA,NA,1.54574472761428e-05,3.29284715940431e-05,592.863573326727,2.19026515755798e-05,798.858692631208,0.190960771225362,0.046242609282071,0.453681298475801,4.27659745081968e-05,0.000940288139410985,0.703800123717342,0.870853623873785,1.54574472761428e-05,0.00255252983285869,0.401674009597977,0.336085585061413,1.19785545687847,-0.816647591069341,1.16211206678378,"HollingII_AIC","HollingII_AIC","HollingII_AIC",-2.1332633623422,2.51518490479292,0,"Mechanistic","HollingI_AIC","HollingII_AIC","Mechanistic","(0,15]","(0,15]"
